Age,Gender,Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Interest_Rate,Debt_To_Income_Ratio,Education_Level,Marital_Status,Previous_Loans,Default
39,Male,1084000.0,671,1113000.0,48,Self-employed,9.87,11.1,Master,Married,1,0
44,Female,1098000.0,618,1012000.0,12,Employed,10.46,10.6,High School,Divorced,0,0
48,Male,998000.0,745,643000.0,24,Employed,6.65,5.5,Bachelor,Married,3,0
43,Male,1725000.0,716,862000.0,48,Employed,7.52,4.3,Bachelor,Single,3,0
43,Male,865000.0,691,842000.0,36,Employed,8.27,10.2,Bachelor,Single,3,1
41,Male,1015000.0,720,967000.0,36,Employed,7.4,7.6,Bachelor,Married,2,0
46,Male,605000.0,613,419000.0,48,Employed,10.61,8.9,Bachelor,Married,3,0
55,Female,721000.0,764,1269000.0,60,Employed,6.08,12.7,High School,Married,4,0
37,Male,610000.0,819,469000.0,60,Employed,4.43,6.4,Bachelor,Married,3,0
60,Female,1350000.0,796,917000.0,24,Employed,5.12,6.1,High School,Married,0,0
50,Male,515000.0,647,282000.0,60,Employed,9.59,6.5,Bachelor,Married,2,0
54,Male,796000.0,669,289000.0,48,Self-employed,9.93,4.7,Bachelor,Married,1,0
46,Male,475000.0,768,480000.0,24,Employed,5.96,6.8,Master,Single,0,0
52,Male,711000.0,713,475000.0,36,Employed,7.61,6.1,Master,Married,2,0
27,Female,697000.0,702,612000.0,12,Employed,7.94,7.7,Bachelor,Single,2,0
54,Female,1386000.0,810,2687000.0,48,Unemployed,6.7,13.7,High School,Married,1,0
29,Male,922000.0,700,537000.0,48,Employed,8.0,5.8,Bachelor,Single,0,0
57,Male,726000.0,695,217000.0,48,Self-employed,9.15,4.8,PhD,Married,4,0
68,Male,1281000.0,524,902000.0,24,Self-employed,14.28,10.9,High School,Married,4,0
40,Female,849000.0,548,532000.0,36,Employed,12.56,9.7,High School,Single,1,0
37,Female,845000.0,454,317000.0,24,Employed,15.38,7.3,Bachelor,Divorced,1,0
52,Female,655000.0,804,603000.0,60,Employed,4.88,5.6,Bachelor,Divorced,4,0
38,Male,644000.0,669,625000.0,36,Employed,8.93,9.5,Bachelor,Married,1,0
56,Male,724000.0,684,332000.0,12,Employed,8.48,6.1,Master,Single,2,0
33,Male,836000.0,780,549000.0,24,Self-employed,6.6,7.6,Bachelor,Single,1,0
34,Male,847000.0,717,1233000.0,36,Employed,7.49,15.9,High School,Married,1,0
65,Male,1502000.0,717,778000.0,36,Employed,7.49,5.2,PhD,Divorced,6,0
49,Male,978000.0,640,652000.0,48,Employed,9.8,9.1,High School,Single,1,1
55,Male,519000.0,776,157000.0,24,Employed,5.72,4.6,High School,Married,1,1
40,Female,915000.0,598,315000.0,36,Employed,11.06,5.3,High School,Married,2,0
49,Female,614000.0,535,377000.0,24,Employed,12.95,10.0,High School,Married,1,0
47,Male,674000.0,608,764000.0,36,Employed,10.76,13.9,Master,Married,3,1
47,Male,699000.0,632,261000.0,60,Employed,10.04,6.1,Bachelor,Married,0,0
49,Male,731000.0,636,487000.0,36,Employed,9.92,7.9,Master,Single,1,0
47,Female,617000.0,732,374000.0,12,Self-employed,8.04,6.7,Master,Single,1,0
43,Female,908000.0,617,904000.0,60,Employed,10.49,11.2,High School,Single,0,0
39,Female,589000.0,733,257000.0,24,Employed,7.01,5.6,Bachelor,Divorced,1,0
52,Female,979000.0,562,706000.0,48,Employed,12.14,9.5,Bachelor,Married,2,0
38,Male,1869000.0,590,864000.0,36,Employed,11.3,5.9,PhD,Married,2,0
50,Male,632000.0,693,480000.0,24,Employed,8.21,8.7,High School,Married,0,0
38,Male,773000.0,808,614000.0,24,Employed,4.76,5.9,Bachelor,Divorced,2,0
48,Male,511000.0,784,344000.0,24,Employed,5.48,7.1,PhD,Single,1,0
51,Female,808000.0,830,793000.0,48,Self-employed,5.1,6.3,High School,Single,1,0
37,Male,1025000.0,727,743000.0,48,Employed,7.19,6.7,High School,Single,3,0
31,Male,1035000.0,733,697000.0,36,Employed,7.01,5.6,Bachelor,Divorced,1,0
34,Male,847000.0,721,512000.0,24,Employed,7.37,5.0,Bachelor,Married,1,0
47,Female,1146000.0,720,837000.0,48,Employed,7.4,6.8,Bachelor,Married,2,0
55,Male,2176000.0,590,1471000.0,36,Employed,11.3,8.3,Master,Married,1,1
29,Female,1489000.0,701,684000.0,36,Employed,7.97,5.0,Bachelor,Single,0,1
51,Male,763000.0,664,435000.0,36,Employed,9.08,6.7,Bachelor,Single,3,0
41,Male,590000.0,678,258000.0,36,Employed,8.66,4.7,Bachelor,Married,0,0
44,Male,765000.0,697,518000.0,36,Employed,8.09,7.0,Master,Single,0,0
59,Female,713000.0,582,335000.0,36,Employed,11.54,8.0,Master,Married,0,0
41,Male,975000.0,657,927000.0,36,Employed,9.29,10.4,High School,Married,1,0
44,Female,634000.0,543,502000.0,48,Employed,12.71,11.8,Bachelor,Divorced,2,1
27,Male,788000.0,836,424000.0,36,Employed,3.92,2.8,Master,Single,2,0
32,Male,1081000.0,577,649000.0,36,Employed,11.69,7.7,Bachelor,Married,1,0
39,Female,817000.0,629,705000.0,24,Employed,10.13,10.6,Bachelor,Married,0,0
28,Male,621000.0,796,437000.0,48,Employed,5.12,4.4,Bachelor,Single,1,0
48,Male,1269000.0,687,635000.0,24,Employed,8.39,5.0,High School,Married,4,0
43,Female,549000.0,585,213000.0,24,Self-employed,12.45,7.1,Bachelor,Married,0,0
46,Male,787000.0,663,785000.0,48,Employed,9.11,11.8,Master,Single,0,0
36,Female,823000.0,576,761000.0,24,Employed,11.72,12.8,Bachelor,Single,0,0
40,Male,849000.0,611,485000.0,36,Employed,10.67,8.4,Bachelor,Single,0,0
49,Male,919000.0,534,753000.0,60,Employed,12.98,12.2,High School,Married,1,1
63,Male,1092000.0,676,277000.0,36,Employed,8.72,2.9,High School,Single,2,0
30,Female,806000.0,768,1142000.0,24,Employed,5.96,9.5,High School,Single,1,1
57,Male,812000.0,711,529000.0,36,Employed,7.67,5.9,High School,Married,3,0
47,Female,774000.0,716,580000.0,48,Employed,7.52,7.7,Bachelor,Married,1,0
46,Female,731000.0,611,398000.0,36,Employed,10.67,7.0,Bachelor,Single,2,0
45,Male,1101000.0,653,1434000.0,48,Employed,9.41,13.2,Bachelor,Married,3,0
31,Male,680000.0,780,330000.0,48,Employed,5.6,4.5,PhD,Divorced,0,0
32,Male,1085000.0,560,1321000.0,36,Employed,12.2,17.4,Bachelor,Single,0,0
47,Male,871000.0,784,787000.0,48,Self-employed,6.48,7.8,Master,Single,2,0
41,Male,733000.0,687,669000.0,36,Employed,8.39,8.8,High School,Single,0,0
58,Female,1080000.0,777,698000.0,36,Employed,5.69,4.9,High School,Married,4,0
42,Female,699000.0,646,270000.0,36,Employed,9.62,7.6,Bachelor,Married,0,0
35,Female,1018000.0,652,1042000.0,24,Employed,9.44,11.3,High School,Divorced,1,0
50,Female,931000.0,752,783000.0,24,Employed,6.44,6.0,High School,Married,0,0
40,Female,716000.0,762,1026000.0,36,Employed,6.14,9.9,High School,Married,2,0
45,Male,1011000.0,620,587000.0,36,Employed,10.4,6.8,High School,Married,2,1
50,Female,1032000.0,832,677000.0,36,Unemployed,6.04,6.4,Bachelor,Single,0,0
57,Female,1288000.0,558,1495000.0,48,Employed,12.26,16.0,Master,Single,1,0
53,Male,1195000.0,547,1809000.0,36,Unemployed,14.59,22.8,Bachelor,Married,2,0
49,Female,1011000.0,714,712000.0,48,Employed,7.58,6.2,High School,Married,4,0
49,Male,657000.0,745,346000.0,48,Self-employed,7.65,5.9,Master,Single,4,1
61,Female,2109000.0,826,2426000.0,36,Employed,4.22,5.4,High School,Married,3,0
40,Female,593000.0,668,354000.0,36,Self-employed,9.96,7.2,Master,Married,1,0
25,Female,1104000.0,501,799000.0,36,Employed,13.97,11.1,PhD,Married,1,0
39,Male,962000.0,715,602000.0,48,Self-employed,8.55,6.0,High School,Married,1,1
37,Female,614000.0,638,859000.0,24,Employed,9.86,17.5,High School,Married,0,0
49,Male,842000.0,675,421000.0,36,Employed,8.75,5.0,PhD,Married,4,0
48,Male,850000.0,688,725000.0,24,Employed,8.36,7.7,Bachelor,Single,3,0
47,Female,1326000.0,544,620000.0,24,Employed,12.68,7.1,Bachelor,Divorced,0,1
27,Male,656000.0,688,395000.0,36,Employed,8.36,6.0,Bachelor,Single,0,0
51,Female,817000.0,674,459000.0,12,Unemployed,10.78,7.2,High School,Married,3,1
40,Male,500000.0,742,512000.0,36,Employed,6.74,9.4,PhD,Married,3,0
49,Male,1562000.0,725,1718000.0,60,Self-employed,8.25,10.2,High School,Single,1,0
46,Female,656000.0,605,530000.0,60,Unemployed,12.85,12.0,Bachelor,Married,1,1
41,Male,937000.0,613,560000.0,24,Employed,10.61,9.5,Bachelor,Married,0,1
34,Male,802000.0,627,545000.0,48,Employed,10.19,8.4,Bachelor,Married,0,0
32,Female,797000.0,603,759000.0,60,Employed,10.91,13.1,Bachelor,Married,1,0
54,Male,1137000.0,728,1261000.0,12,Employed,7.16,9.2,PhD,Married,3,0
58,Female,1552000.0,846,494000.0,36,Employed,3.62,3.4,PhD,Married,0,0
49,Male,939000.0,727,592000.0,60,Employed,7.19,6.7,Bachelor,Married,2,0
33,Male,1018000.0,716,648000.0,24,Employed,7.52,6.0,Bachelor,Married,2,0
42,Male,940000.0,670,862000.0,60,Employed,8.9,9.9,High School,Divorced,3,0
51,Male,1210000.0,645,764000.0,36,Employed,9.65,7.0,Bachelor,Divorced,3,1
52,Male,778000.0,803,837000.0,12,Employed,4.91,6.6,High School,Married,2,0
34,Male,1183000.0,830,597000.0,36,Self-employed,5.1,3.1,Master,Single,1,0
25,Male,1171000.0,690,902000.0,36,Employed,8.3,7.1,High School,Married,0,0
50,Male,1234000.0,638,1225000.0,24,Employed,9.86,12.5,Master,Married,3,0
41,Male,707000.0,757,290000.0,36,Employed,6.29,3.5,Bachelor,Married,2,0
38,Male,799000.0,584,1764000.0,36,Employed,11.48,26.4,PhD,Married,1,1
26,Male,867000.0,756,1131000.0,36,Employed,6.32,9.6,Bachelor,Married,1,1
46,Female,615000.0,772,457000.0,12,Employed,5.84,6.2,Master,Married,0,1
55,Female,1500000.0,580,639000.0,48,Employed,11.6,5.9,Master,Divorced,3,0
62,Female,908000.0,835,663000.0,36,Self-employed,4.95,4.7,PhD,Single,5,1
46,Male,939000.0,840,773000.0,48,Self-employed,4.8,5.5,Master,Single,3,0
45,Female,735000.0,814,698000.0,48,Employed,4.58,7.2,Master,Married,4,0
32,Female,579000.0,690,829000.0,36,Employed,8.3,15.8,Bachelor,Married,1,0
46,Female,733000.0,626,380000.0,12,Employed,10.22,6.7,Bachelor,Married,3,0
42,Male,909000.0,710,826000.0,60,Employed,7.7,8.8,Bachelor,Divorced,2,0
47,Female,1066000.0,672,426000.0,48,Employed,8.84,4.2,High School,Married,1,0
42,Female,893000.0,613,468000.0,24,Employed,10.61,6.5,Master,Married,2,0
38,Female,934000.0,673,746000.0,48,Employed,8.81,7.8,High School,Single,3,0
33,Male,746000.0,730,737000.0,12,Self-employed,8.1,9.6,Bachelor,Married,1,0
40,Male,986000.0,549,417000.0,12,Employed,12.53,6.1,Bachelor,Married,0,0
33,Male,1373000.0,650,742000.0,36,Employed,9.5,5.5,High School,Married,1,1
36,Male,1044000.0,487,1148000.0,12,Employed,14.39,16.8,High School,Married,1,0
67,Female,1175000.0,752,1504000.0,60,Employed,6.44,8.7,Bachelor,Married,4,0
43,Male,933000.0,724,727000.0,48,Self-employed,8.28,8.9,High School,Divorced,0,0
46,Male,599000.0,543,154000.0,36,Self-employed,13.71,5.0,Bachelor,Married,2,0
56,Male,690000.0,828,1966000.0,12,Employed,4.16,14.7,High School,Married,0,1
70,Male,1063000.0,496,572000.0,36,Employed,14.12,8.5,PhD,Married,5,1
47,Male,863000.0,712,526000.0,36,Employed,7.64,5.4,PhD,Married,2,0
53,Female,1007000.0,759,590000.0,36,Employed,6.23,5.8,Bachelor,Single,0,1
40,Male,1501000.0,762,1315000.0,24,Unemployed,8.14,8.0,Bachelor,Single,0,0
40,Male,1064000.0,514,707000.0,36,Employed,13.58,11.9,High School,Single,0,0
42,Male,1289000.0,801,1553000.0,36,Employed,4.97,6.7,PhD,Divorced,1,0
49,Male,896000.0,806,468000.0,60,Employed,4.82,3.6,Bachelor,Married,3,1
49,Male,706000.0,705,427000.0,60,Employed,7.85,7.6,Master,Married,0,0
40,Female,831000.0,687,1578000.0,36,Employed,8.39,18.3,PhD,Married,2,0
34,Female,661000.0,527,414000.0,36,Employed,13.19,10.2,PhD,Married,1,0
48,Female,1459000.0,706,940000.0,24,Employed,7.82,9.4,Master,Married,2,0
34,Female,1069000.0,669,483000.0,24,Employed,8.93,5.0,Master,Married,1,0
47,Male,1015000.0,758,942000.0,60,Employed,6.26,6.4,PhD,Married,2,1
50,Female,1303000.0,668,1429000.0,36,Self-employed,9.96,11.5,PhD,Divorced,2,0
50,Female,557000.0,735,606000.0,24,Self-employed,7.95,10.5,Bachelor,Married,4,0
52,Female,1052000.0,568,558000.0,36,Employed,11.96,8.8,PhD,Divorced,0,0
56,Male,653000.0,584,468000.0,60,Self-employed,12.48,10.6,Master,Single,3,1
45,Female,858000.0,587,1199000.0,36,Unemployed,13.39,21.8,Bachelor,Single,0,0
51,Female,806000.0,527,763000.0,24,Employed,13.19,14.3,Bachelor,Married,3,0
48,Female,1065000.0,701,529000.0,60,Employed,7.97,5.9,Master,Married,4,0
36,Male,893000.0,764,272000.0,36,Employed,6.08,3.5,Bachelor,Married,2,0
28,Female,1289000.0,717,1039000.0,36,Employed,7.49,7.2,Master,Single,0,0
39,Female,712000.0,709,726000.0,24,Employed,7.73,10.3,High School,Single,1,1
43,Female,1067000.0,734,489000.0,48,Employed,6.98,4.0,PhD,Divorced,0,1
48,Male,911000.0,652,595000.0,48,Self-employed,10.44,7.8,Bachelor,Married,0,1
55,Female,611000.0,658,359000.0,36,Employed,9.26,7.8,High School,Married,0,0
37,Male,652000.0,645,445000.0,12,Employed,9.65,11.4,PhD,Divorced,0,1
34,Female,791000.0,742,451000.0,36,Employed,6.74,4.5,High School,Single,0,0
62,Male,1283000.0,596,1482000.0,24,Employed,11.12,13.2,Master,Married,0,0
33,Female,954000.0,474,537000.0,24,Employed,14.78,9.4,Bachelor,Single,0,0
44,Male,636000.0,714,309000.0,36,Employed,7.58,6.8,PhD,Married,1,0
47,Male,832000.0,817,1001000.0,12,Employed,4.49,6.9,High School,Single,1,1
46,Female,1734000.0,717,733000.0,60,Unemployed,9.49,4.4,High School,Married,3,0
32,Female,850000.0,761,1169000.0,12,Employed,6.17,10.0,PhD,Divorced,0,1
30,Female,740000.0,732,850000.0,36,Employed,7.04,8.8,High School,Married,1,0
33,Female,963000.0,691,1303000.0,24,Employed,8.27,12.9,PhD,Married,0,0
47,Female,1098000.0,744,740000.0,36,Employed,6.68,5.4,Master,Married,2,0
46,Male,761000.0,773,457000.0,12,Employed,5.81,5.0,High School,Married,2,0
38,Male,982000.0,619,645000.0,36,Employed,10.43,8.4,Bachelor,Divorced,0,1
48,Male,793000.0,651,500000.0,48,Unemployed,11.47,8.9,High School,Married,1,1
54,Male,1103000.0,618,527000.0,60,Employed,10.46,5.8,Bachelor,Married,2,0
29,Male,856000.0,680,456000.0,36,Employed,8.6,6.9,Bachelor,Single,0,0
45,Female,996000.0,793,644000.0,12,Employed,5.21,5.2,Bachelor,Single,0,0
50,Female,717000.0,653,293000.0,12,Employed,9.41,4.5,PhD,Married,2,1
38,Male,671000.0,661,612000.0,48,Self-employed,10.17,10.9,High School,Married,0,0
40,Male,1147000.0,785,843000.0,24,Employed,5.45,4.6,Bachelor,Married,2,0
48,Female,850000.0,695,510000.0,36,Employed,8.15,5.6,Bachelor,Married,0,1
57,Male,973000.0,699,427000.0,60,Self-employed,9.03,5.6,High School,Married,5,1
53,Male,813000.0,785,382000.0,48,Employed,5.45,3.8,Master,Divorced,0,0
47,Female,1150000.0,689,2078000.0,48,Employed,8.33,16.0,Bachelor,Divorced,0,1
51,Female,747000.0,734,409000.0,48,Employed,6.98,5.0,PhD,Married,0,0
41,Male,815000.0,559,639000.0,36,Employed,12.23,11.4,Master,Married,1,1
48,Female,1110000.0,603,742000.0,48,Employed,10.91,8.8,Bachelor,Married,0,0
44,Male,1256000.0,668,329000.0,36,Employed,8.96,5.2,Master,Married,1,0
36,Female,718000.0,690,1202000.0,60,Unemployed,10.3,18.8,Master,Divorced,3,0
50,Male,1707000.0,828,1848000.0,24,Employed,4.16,4.8,Master,Single,1,0
46,Male,948000.0,831,539000.0,36,Employed,4.07,3.3,Bachelor,Married,3,0
41,Female,645000.0,782,478000.0,24,Employed,5.54,6.9,Bachelor,Single,3,0
58,Male,1000000.0,645,408000.0,24,Employed,9.65,4.8,Bachelor,Married,2,0
27,Female,719000.0,827,1404000.0,36,Employed,4.19,9.0,Bachelor,Single,2,0
40,Male,966000.0,736,475000.0,36,Employed,6.92,4.3,Bachelor,Married,0,0
30,Male,804000.0,665,427000.0,36,Employed,9.05,5.9,Master,Married,0,0
52,Male,900000.0,739,475000.0,36,Employed,6.83,4.4,High School,Divorced,3,1
50,Male,692000.0,484,383000.0,36,Employed,14.48,9.9,Bachelor,Divorced,2,0
41,Female,1168000.0,590,1396000.0,24,Unemployed,13.3,16.9,High School,Married,0,0
49,Male,652000.0,775,1188000.0,36,Employed,5.75,13.2,High School,Married,3,0
42,Female,638000.0,725,380000.0,48,Employed,7.25,5.8,Bachelor,Single,2,1
52,Female,982000.0,658,772000.0,36,Employed,9.26,8.9,Master,Divorced,3,0
44,Female,1471000.0,691,1045000.0,36,Employed,8.27,6.5,PhD,Married,0,0
43,Male,773000.0,801,394000.0,36,Employed,4.97,3.4,Bachelor,Single,2,0
60,Female,1115000.0,722,2726000.0,48,Employed,7.34,18.8,Bachelor,Married,2,1
38,Male,1194000.0,667,1552000.0,36,Employed,8.99,12.1,Master,Single,0,0
34,Male,1078000.0,578,708000.0,24,Employed,11.66,10.4,High School,Married,1,0
47,Male,794000.0,639,1123000.0,48,Employed,9.83,15.5,High School,Single,1,0
63,Male,704000.0,835,1001000.0,48,Employed,3.95,6.8,Bachelor,Married,3,1
42,Male,517000.0,676,361000.0,48,Employed,8.72,8.0,Bachelor,Married,2,0
31,Female,756000.0,684,597000.0,36,Employed,8.48,7.2,Master,Married,0,0
41,Male,1249000.0,691,1802000.0,48,Employed,8.27,13.9,PhD,Divorced,3,0
45,Male,645000.0,793,330000.0,36,Self-employed,6.21,6.8,Bachelor,Married,0,1
35,Female,1040000.0,716,1679000.0,48,Employed,7.52,13.4,Bachelor,Married,1,1
49,Male,683000.0,737,444000.0,48,Employed,6.89,6.5,High School,Divorced,3,0
71,Male,965000.0,665,1363000.0,48,Employed,9.05,13.4,Bachelor,Divorced,1,0
44,Male,1069000.0,507,587000.0,36,Employed,13.79,8.2,PhD,Married,1,1
41,Female,708000.0,812,639000.0,48,Employed,4.64,4.9,Bachelor,Single,2,1
42,Male,895000.0,820,686000.0,24,Self-employed,5.4,5.4,High School,Married,2,0
33,Male,730000.0,820,452000.0,24,Employed,4.4,5.5,Bachelor,Married,2,0
56,Male,1104000.0,817,761000.0,36,Employed,4.49,4.0,Bachelor,Married,2,0
43,Female,916000.0,770,1336000.0,36,Unemployed,7.9,13.1,Bachelor,Married,3,1
42,Female,865000.0,735,271000.0,24,Unemployed,8.95,5.1,Bachelor,Divorced,2,0
49,Female,1462000.0,779,664000.0,36,Employed,5.63,2.9,Master,Single,3,0
43,Male,1050000.0,715,542000.0,12,Employed,7.55,6.8,Bachelor,Single,2,0
48,Male,723000.0,585,282000.0,36,Employed,11.45,7.4,Master,Married,0,0
31,Male,797000.0,665,1117000.0,48,Self-employed,10.05,16.0,PhD,Single,1,0
54,Male,868000.0,831,1259000.0,48,Employed,4.07,8.1,PhD,Married,3,1
60,Male,925000.0,655,804000.0,36,Unemployed,11.35,12.0,High School,Divorced,4,0
49,Male,2139000.0,787,1228000.0,60,Employed,5.39,3.7,Master,Married,3,0
61,Male,1010000.0,564,1149000.0,36,Employed,12.08,16.2,Master,Married,1,1
35,Female,511000.0,650,180000.0,48,Employed,9.5,5.2,High School,Married,0,0
44,Male,738000.0,655,1439000.0,36,Employed,9.35,20.3,Master,Married,0,0
47,Female,556000.0,533,237000.0,60,Self-employed,14.01,10.2,High School,Married,2,0
47,Male,790000.0,577,423000.0,48,Employed,11.69,6.7,Master,Married,3,0
42,Male,536000.0,608,277000.0,36,Employed,10.76,8.3,High School,Married,1,0
41,Male,671000.0,777,323000.0,36,Employed,5.69,5.3,Master,Married,0,0
34,Male,561000.0,543,851000.0,36,Employed,12.71,20.2,High School,Married,0,1
42,Male,957000.0,641,902000.0,36,Employed,9.77,10.7,Bachelor,Single,0,0
35,Male,830000.0,465,779000.0,36,Self-employed,16.05,16.0,High School,Single,1,1
51,Female,960000.0,738,421000.0,36,Employed,6.86,4.5,Bachelor,Married,0,0
37,Female,811000.0,719,621000.0,36,Employed,7.43,7.1,PhD,Divorced,0,0
30,Male,564000.0,725,510000.0,36,Employed,7.25,7.9,High School,Married,1,0
46,Female,1009000.0,661,757000.0,48,Employed,9.17,9.0,Bachelor,Single,3,1
47,Female,1673000.0,613,655000.0,48,Employed,10.61,4.7,Master,Single,0,0
56,Female,1007000.0,744,1223000.0,24,Unemployed,8.68,11.9,High School,Married,1,1
47,Female,770000.0,769,603000.0,24,Employed,5.93,7.7,High School,Single,2,0
41,Male,593000.0,587,243000.0,12,Employed,11.39,5.9,High School,Single,2,0
53,Male,702000.0,688,238000.0,12,Employed,8.36,4.6,Master,Married,4,0
46,Male,990000.0,626,838000.0,24,Employed,10.22,9.6,PhD,Married,2,1
32,Male,1176000.0,599,2551000.0,48,Employed,11.03,24.8,Master,Married,1,0
46,Male,933000.0,748,445000.0,60,Employed,6.56,6.9,PhD,Married,3,1
58,Male,1145000.0,700,855000.0,36,Employed,8.0,7.3,Bachelor,Married,1,0
42,Female,1063000.0,616,1145000.0,36,Employed,10.52,12.7,PhD,Married,0,0
40,Female,989000.0,644,386000.0,48,Employed,9.68,5.4,Bachelor,Married,2,0
35,Female,690000.0,829,440000.0,60,Employed,4.13,4.8,Bachelor,Single,1,0
35,Female,875000.0,781,458000.0,60,Employed,5.57,3.5,Bachelor,Married,3,0
43,Female,681000.0,791,827000.0,12,Employed,5.27,12.0,High School,Single,1,0
47,Male,870000.0,682,1127000.0,24,Employed,8.54,11.7,Master,Single,3,0
32,Male,911000.0,720,691000.0,12,Employed,7.4,8.7,High School,Single,0,0
60,Male,1562000.0,661,727000.0,36,Employed,9.17,5.3,Master,Divorced,0,0
52,Female,641000.0,554,309000.0,48,Employed,12.38,8.0,Bachelor,Married,0,1
47,Male,1002000.0,667,510000.0,36,Employed,8.99,5.6,High School,Married,4,0
54,Female,1436000.0,713,671000.0,48,Employed,7.61,6.6,Bachelor,Married,0,0
32,Male,1052000.0,638,649000.0,36,Self-employed,10.86,8.2,Bachelor,Single,0,1
44,Male,1115000.0,781,1094000.0,60,Employed,5.57,6.6,PhD,Married,1,0
48,Female,1040000.0,592,800000.0,12,Employed,11.24,9.5,Master,Married,3,0
54,Male,1344000.0,659,885000.0,24,Employed,9.23,6.7,Bachelor,Married,3,0
52,Male,671000.0,580,416000.0,36,Employed,11.6,9.0,High School,Single,1,1
39,Male,592000.0,668,381000.0,12,Employed,8.96,7.0,Bachelor,Married,3,0
60,Male,903000.0,521,301000.0,48,Employed,13.37,6.3,High School,Divorced,1,1
34,Female,497000.0,633,343000.0,12,Employed,10.01,8.7,Master,Single,1,0
56,Male,1318000.0,667,684000.0,48,Employed,8.99,6.2,High School,Married,0,0
63,Male,1335000.0,686,531000.0,12,Employed,8.42,4.8,Bachelor,Married,3,0
36,Male,736000.0,701,604000.0,24,Employed,7.97,8.1,Master,Single,2,0
51,Female,793000.0,634,392000.0,48,Unemployed,11.98,7.9,Bachelor,Married,0,1
29,Male,794000.0,697,607000.0,60,Employed,8.09,8.3,Master,Single,0,0
42,Female,864000.0,693,887000.0,36,Employed,8.21,9.1,Master,Married,0,1
45,Female,893000.0,646,392000.0,60,Employed,9.62,7.4,High School,Married,2,0
47,Male,1027000.0,775,798000.0,36,Self-employed,6.75,6.3,Master,Married,2,0
60,Female,864000.0,702,301000.0,36,Employed,7.94,4.7,Master,Single,5,0
49,Female,1173000.0,650,1636000.0,48,Employed,9.5,14.7,Bachelor,Single,0,0
44,Male,982000.0,819,444000.0,24,Employed,4.43,2.4,High School,Divorced,3,0
53,Male,753000.0,780,452000.0,24,Employed,5.6,4.5,Bachelor,Married,2,1
61,Female,1383000.0,838,2106000.0,36,Self-employed,4.86,8.7,PhD,Married,0,1
27,Female,560000.0,737,362000.0,36,Employed,6.89,6.7,Bachelor,Single,1,0
65,Male,897000.0,662,366000.0,24,Self-employed,10.14,6.0,High School,Married,5,1
32,Male,1132000.0,636,1022000.0,12,Self-employed,10.92,11.0,High School,Divorced,0,0
54,Female,735000.0,730,726000.0,48,Self-employed,8.1,11.0,High School,Married,1,1
39,Female,926000.0,837,559000.0,36,Employed,3.89,3.7,High School,Single,3,0
34,Female,983000.0,721,554000.0,36,Self-employed,8.37,7.2,Bachelor,Married,2,0
43,Male,679000.0,792,426000.0,48,Employed,5.24,4.4,Bachelor,Single,3,1
48,Female,851000.0,649,508000.0,36,Employed,9.53,7.0,Master,Single,2,0
42,Male,813000.0,669,267000.0,48,Employed,8.93,4.0,PhD,Single,2,0
30,Male,694000.0,801,489000.0,60,Employed,4.97,5.6,Bachelor,Single,2,1
47,Female,1946000.0,754,3000000.0,48,Employed,6.38,10.4,PhD,Single,2,0
58,Female,740000.0,837,403000.0,36,Employed,3.89,3.6,Bachelor,Married,1,1
42,Male,1177000.0,759,672000.0,36,Employed,6.23,4.3,Master,Single,3,0
37,Male,747000.0,679,312000.0,36,Employed,8.63,4.9,High School,Single,1,1
43,Female,644000.0,698,592000.0,36,Self-employed,9.06,10.2,High School,Single,0,0
30,Male,841000.0,799,1151000.0,24,Employed,5.03,7.4,High School,Single,1,0
54,Female,1079000.0,703,1326000.0,36,Self-employed,8.91,11.3,Bachelor,Married,0,1
54,Female,1179000.0,628,455000.0,24,Employed,10.16,5.0,Master,Married,1,0
47,Male,1458000.0,676,1239000.0,12,Self-employed,9.72,8.5,High School,Married,2,1
41,Female,2500000.0,695,3000000.0,36,Employed,8.15,10.2,High School,Single,0,1
53,Female,951000.0,566,716000.0,48,Unemployed,14.02,11.6,PhD,Divorced,1,0
46,Female,722000.0,750,656000.0,12,Employed,6.5,8.1,Master,Married,3,0
54,Female,1014000.0,573,495000.0,24,Self-employed,12.81,7.1,Bachelor,Married,1,0
48,Female,807000.0,668,596000.0,36,Employed,8.96,9.9,High School,Married,0,1
53,Male,1178000.0,767,1590000.0,36,Employed,5.99,9.6,PhD,Married,3,0
47,Male,627000.0,683,495000.0,24,Employed,8.51,7.6,High School,Married,4,0
43,Female,1988000.0,779,900000.0,12,Self-employed,6.63,3.5,Master,Married,2,0
62,Male,1178000.0,652,634000.0,36,Self-employed,10.44,7.8,Master,Married,2,0
46,Male,578000.0,824,812000.0,48,Employed,4.28,7.5,Bachelor,Married,1,0
47,Female,717000.0,614,523000.0,12,Employed,10.58,9.3,PhD,Married,1,1
37,Female,1088000.0,519,642000.0,36,Employed,13.43,10.2,High School,Married,1,0
48,Male,1269000.0,789,756000.0,36,Employed,5.33,3.9,Master,Single,4,0
47,Female,631000.0,753,819000.0,24,Employed,6.41,11.7,Bachelor,Married,0,0
36,Female,1047000.0,621,1514000.0,24,Employed,10.37,15.7,Master,Single,1,0
31,Male,507000.0,839,743000.0,36,Employed,3.83,6.2,PhD,Single,1,0
